# Server version 0.08 running on 142.157.148.33:8123
# Game ID: 715
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Sat Apr 05 17:28:26 PDT 2014
# Player 1: Player-0, 's260401458', running on 142.157.148.33
# Player 2: Player-1, 'random', running on 142.157.148.33
# Player 3: Player-2, 'random', running on 142.157.148.33
# Player 4: Player-3, 'random', running on 142.157.148.33
START Player-0 s260401458
0 null null
1 (14,2) (14,3)
2 (2,14) (4,12)
2 null null
3 (15,11) (14,10)
0 (10,12) (12,14)
0 null null
1 (11,2) (11,1)
2 (1,8) (0,7)
3 (13,15) (13,14)
0 (11,13) (13,15)
0 null null
1 (11,1) (11,0)
2 (3,13) (3,12)
3 (13,13) (12,12)
0 (0,0) (1,1)
1 (13,1) (11,3)
1 null null
2 (4,9) (4,8)
3 (14,10) (15,9)
0 (1,1) (3,3)
0 null null
1 (9,3) (9,4)
2 (3,12) (5,10)
2 (5,10) (3,12)
2 null null
3 (9,14) (8,13)
0 (2,2) (4,4)
0 null null
1 (14,5) (14,4)
2 (3,12) (4,13)
3 (12,13) (11,14)
0 (3,3) (5,5)
0 null null
1 (11,0) (12,0)
2 (0,7) (1,6)
3 (13,10) (11,10)
3 (11,10) (13,10)
3 null null
0 (4,4) (6,6)
0 null null
1 (15,0) (13,0)
1 (13,0) (15,0)
1 (15,0) (13,0)
1 (13,0) (15,0)
1 (15,0) (13,0)
1 (13,0) (15,2)
1 null null
2 (4,13) (5,12)
3 (14,13) (12,15)
3 (12,15) (14,13)
3 (14,13) (12,15)
3 (12,15) (12,13)
3 (12,13) (12,11)
3 null null
0 (5,5) (7,7)
0 null null
1 (15,2) (13,4)
1 null null
2 (2,13) (2,14)
3 (15,15) (13,13)
3 (13,13) (11,11)
3 null null
0 (15,13) (15,15)
0 null null
1 (13,4) (13,5)
2 (1,15) (3,13)
2 (3,13) (1,15)
2 (1,15) (3,13)
2 (3,13) (1,15)
2 (1,15) (3,13)
2 null null
3 (15,12) (14,13)
0 (6,6) (8,8)
0 null null
1 (9,4) (8,4)
2 (1,14) (3,14)
2 (3,14) (1,14)
2 (1,14) (3,14)
2 null null
3 (14,12) (13,11)
0 (7,7) (9,9)
0 (9,9) (9,11)
0 null null
1 (14,4) (15,3)
2 (4,8) (3,7)
3 (12,11) (13,12)
0 (12,10) (14,12)
0 null null
1 (14,0) (13,0)
2 (4,11) (4,13)
2 null null
3 (11,14) (12,15)
0 (8,8) (9,9)
1 (8,4) (7,3)
2 (5,12) (5,11)
3 (11,11) (11,10)
0 (9,9) (10,10)
1 (12,1) (13,1)
2 (4,13) (5,13)
3 (13,11) (12,11)
0 (10,10) (11,11)
1 (14,7) (14,6)
2 (0,13) (1,14)
3 (14,14) (15,13)
0 (11,11) (13,13)
0 null null
1 (12,2) (10,4)
1 (10,4) (12,2)
1 null null
2 (2,14) (1,15)
3 (14,15) (12,13)
3 (12,13) (14,15)
3 (14,15) (12,13)
3 (12,13) (14,15)
3 null null
0 (13,13) (14,14)
1 (11,3) (10,4)
2 (3,7) (3,6)
3 (14,13) (13,13)
0 (0,3) (1,4)
1 (13,1) (12,1)
2 (4,12) (4,13)
3 (13,10) (12,10)
0 (3,0) (4,1)
1 (15,3) (14,4)
2 (1,13) (2,14)
3 (15,9) (14,10)
0 (4,1) (6,3)
0 (6,3) (8,3)
0 null null
1 (13,0) (11,2)
1 null null
2 (1,14) (1,13)
3 (12,11) (11,11)
