# Server version 0.08 running on 142.157.148.33:8123
# Game ID: 746
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Sat Apr 05 18:24:50 PDT 2014
# Player 1: Player-0, 's260401458', running on 142.157.148.33
# Player 2: Player-1, 'random', running on 142.157.148.33
# Player 3: Player-2, 'random', running on 142.157.148.33
# Player 4: Player-3, 'random', running on 142.157.148.33
START Player-0 s260401458
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (14,2) (12,2)
1 null null
2 (3,15) (4,14)
3 (14,12) (15,11)
0 (0,0) (2,2)
0 (2,2) (4,4)
0 null null
1 (15,3) (13,3)
1 (13,3) (11,1)
1 (11,1) (13,3)
1 (13,3) (15,3)
1 null null
2 (3,14) (4,15)
3 (12,14) (11,13)
0 (1,0) (3,2)
0 (3,2) (3,4)
0 (3,4) (5,4)
0 null null
1 (15,2) (15,4)
1 null null
2 (1,12) (1,11)
3 (13,14) (13,12)
3 null null
0 (0,1) (2,3)
0 (2,3) (4,3)
0 (4,3) (6,5)
0 null null
1 (15,3) (13,3)
1 (13,3) (11,1)
1 null null
2 (2,14) (2,12)
2 null null
3 (13,12) (12,11)
