# Server version 0.08 running on 142.157.148.33:8123
# Game ID: 731
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Sat Apr 05 17:52:16 PDT 2014
# Player 1: Player-0, 's260401458', running on 142.157.148.33
# Player 2: Player-1, 'sSingMovePlayer', running on 142.157.148.33
# Player 3: Player-2, 'sSingMovePlayer', running on 142.157.148.33
# Player 4: Player-3, 'sSingMovePlayer', running on 142.157.148.33
START Player-0 s260401458
START Player-1 sSingMovePlayer
START Player-2 sSingMovePlayer
START Player-3 sSingMovePlayer
0 (0,1) (2,3)
0 null null
1 (15,1) (13,3)
1 null null
2 (0,14) (2,12)
2 null null
3 (14,14) (12,12)
3 null null
0 (1,2) (3,4)
0 null null
1 (14,0) (12,2)
1 null null
2 (1,13) (3,11)
2 null null
3 (13,13) (11,11)
3 null null
0 (1,1) (3,3)
0 (3,3) (3,5)
0 null null
1 (14,1) (12,3)
1 null null
2 (2,12) (4,10)
2 null null
3 (14,15) (12,13)
3 (12,13) (12,11)
3 (12,11) (10,11)
3 null null
0 (0,2) (2,4)
0 (2,4) (4,6)
0 null null
1 (13,2) (11,4)
1 null null
2 (2,15) (4,13)
2 null null
3 (12,12) (10,10)
3 null null
0 (2,3) (4,5)
0 (4,5) (4,7)
0 null null
1 (13,0) (11,2)
1 (11,2) (13,4)
1 (13,4) (11,2)
1 null null
2 (1,15) (3,13)
2 (3,13) (5,13)
2 null null
3 (11,11) (9,9)
3 null null
0 (3,4) (3,6)
0 (3,6) (5,8)
0 null null
1 (12,3) (10,5)
1 null null
2 (0,13) (2,11)
2 (2,11) (4,11)
2 (4,11) (4,9)
2 (4,9) (6,7)
2 null null
3 (10,10) (8,8)
3 null null
0 (3,5) (5,7)
0 (5,7) (7,7)
0 null null
1 (11,4) (9,6)
1 null null
2 (3,14) (5,12)
2 null null
3 (8,8) (6,6)
3 null null
0 (2,0) (4,2)
0 null null
1 (10,5) (8,7)
1 null null
2 (4,13) (6,11)
2 null null
3 (15,14) (13,12)
3 null null
0 (5,8) (7,6)
0 (7,6) (9,8)
0 (9,8) (9,10)
0 (9,10) (11,12)
0 null null
1 (9,6) (7,8)
1 null null
2 (5,12) (7,10)
2 null null
3 (13,15) (11,13)
3 (11,13) (11,11)
3 (11,11) (9,11)
3 null null
0 (1,0) (3,2)
0 (3,2) (5,2)
0 null null
1 (8,7) (6,9)
1 null null
2 (6,11) (8,9)
2 (8,9) (10,9)
2 null null
3 (15,13) (13,11)
3 null null
0 (2,1) (4,1)
0 (4,1) (6,3)
0 null null
1 (15,2) (13,4)
1 null null
2 (3,11) (5,9)
2 (5,9) (7,9)
2 null null
3 (14,12) (12,10)
3 null null
0 (3,1) (5,3)
0 (5,3) (7,3)
0 null null
1 (14,3) (12,5)
1 null null
2 (1,14) (3,12)
2 null null
3 (13,11) (11,9)
3 null null
0 (4,2) (6,2)
0 (6,2) (8,4)
0 null null
1 (13,4) (11,6)
1 null null
2 (2,13) (4,11)
2 (4,11) (4,9)
2 null null
3 (12,10) (10,8)
3 (10,8) (8,10)
3 (8,10) (6,8)
3 (6,8) (8,6)
3 (8,6) (6,8)
3 null null
0 (5,2) (7,4)
0 (7,4) (9,4)
0 null null
1 (13,1) (11,3)
1 null null
2 (0,15) (1,14)
3 (14,13) (12,11)
3 (12,11) (10,13)
3 null null
0 (7,3) (9,5)
0 null null
1 (12,2) (10,4)
1 (10,4) (8,6)
1 null null
2 (3,12) (4,11)
3 (15,15) (14,14)
0 (8,4) (10,6)
0 (10,6) (12,6)
0 null null
1 (7,8) (5,10)
1 (5,10) (3,12)
1 null null
2 (7,10) (8,9)
3 (6,6) (5,5)
0 (0,0) (1,1)
1 (3,12) (2,13)
2 (1,14) (3,12)
2 (3,12) (5,10)
2 (5,10) (7,8)
2 (7,8) (7,6)
2 (7,6) (9,6)
2 null null
3 (5,5) (4,4)
0 (1,1) (3,3)
0 (3,3) (5,5)
0 (5,5) (3,7)
0 (3,7) (5,7)
0 null null
1 (12,5) (10,7)
1 null null
2 (9,6) (10,5)
3 (14,14) (13,13)
0 (9,4) (9,6)
0 (9,6) (11,8)
0 (11,8) (11,10)
0 null null
1 (11,6) (9,8)
1 (9,8) (7,10)
1 null null
2 (8,9) (9,8)
3 (10,11) (9,10)
0 (4,6) (4,8)
0 (4,8) (6,6)
0 (6,6) (8,8)
0 (8,8) (10,10)
0 (10,10) (12,10)
0 null null
1 (10,7) (8,9)
1 (8,9) (6,11)
1 null null
2 (1,12) (2,11)
3 (6,8) (4,6)
3 null null
0 (12,6) (13,7)
1 (7,10) (5,12)
1 (5,12) (5,14)
1 null null
2 (9,8) (10,7)
3 (13,12) (12,11)
0 (12,10) (10,8)
0 (10,8) (12,10)
0 (12,10) (12,12)
0 (12,12) (14,14)
0 null null
1 (8,6) (6,8)
1 (6,8) (6,10)
1 (6,10) (6,12)
1 (6,12) (4,14)
1 null null
2 (10,7) (11,6)
3 (4,6) (3,5)
0 (11,10) (13,12)
0 null null
1 (5,14) (3,14)
1 (3,14) (1,14)
1 null null
2 (10,5) (11,4)
3 (13,13) (13,11)
3 (13,11) (11,11)
3 null null
0 (14,14) (15,15)
1 (2,13) (0,15)
1 null null
2 (11,4) (12,3)
3 (9,9) (8,8)
0 (11,12) (12,13)
1 (1,14) (1,15)
2 (12,3) (14,3)
2 (14,3) (14,1)
2 null null
3 (8,8) (6,6)
3 (6,6) (4,8)
3 (4,8) (4,6)
3 (4,6) (2,4)
3 (2,4) (0,2)
3 null null
0 (2,2) (3,3)
1 (4,14) (3,14)
2 (4,9) (5,8)
3 (4,4) (2,2)
3 null null
0 (12,13) (14,15)
0 null null
1 (15,0) (13,2)
1 (13,2) (13,4)
1 null null
2 (14,1) (15,0)
3 (2,2) (1,1)
0 (5,7) (6,8)
1 (14,2) (12,4)
1 (12,4) (10,2)
1 (10,2) (12,4)
1 null null
2 (5,8) (7,6)
2 null null
3 (1,1) (0,0)
0 (6,8) (8,10)
0 (8,10) (10,12)
0 (10,12) (10,14)
0 null null
1 (13,3) (11,5)
1 (11,5) (11,7)
1 null null
2 (6,7) (8,5)
2 (8,5) (10,5)
2 null null
3 (0,2) (0,1)
0 (9,5) (10,6)
1 (12,1) (10,3)
1 null null
2 (10,5) (11,4)
3 (11,11) (10,10)
0 (0,3) (2,3)
0 (2,3) (4,3)
0 null null
1 (11,2) (9,4)
1 null null
2 (11,4) (12,3)
3 (10,10) (10,8)
3 null null
0 (3,3) (5,3)
0 (5,3) (7,3)
0 null null
1 (10,3) (8,5)
1 (8,5) (6,7)
1 null null
2 (12,3) (13,2)
3 (11,9) (9,7)
3 (9,7) (11,5)
3 null null
