# Server version 0.08 running on 142.157.148.33:8123
# Game ID: 717
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Sat Apr 05 17:30:12 PDT 2014
# Player 1: Player-0, 's260401458', running on 142.157.148.33
# Player 2: Player-1, 'random', running on 142.157.148.33
# Player 3: Player-2, 'random', running on 142.157.148.33
# Player 4: Player-3, 'random', running on 142.157.148.33
START Player-0 s260401458
START Player-1 random
START Player-2 random
START Player-3 random
0 (0,1) (2,3)
0 null null
1 (15,3) (15,4)
2 (2,13) (0,11)
2 null null
3 (15,12) (14,11)
0 (1,2) (3,4)
0 null null
1 (12,1) (12,2)
2 (3,14) (3,13)
3 (14,12) (13,11)
0 (2,0) (4,2)
0 null null
1 (15,1) (15,3)
1 (15,3) (13,3)
1 (13,3) (15,1)
1 null null
2 (2,14) (4,12)
2 null null
3 (14,11) (12,11)
3 null null
0 (1,0) (3,2)
0 (3,2) (5,2)
0 null null
1 (15,4) (14,5)
2 (4,12) (2,14)
2 null null
3 (14,14) (14,12)
3 (14,12) (12,10)
3 null null
0 (1,1) (3,3)
0 (3,3) (3,5)
0 null null
1 (12,2) (11,2)
2 (3,13) (4,13)
3 (13,15) (11,13)
3 null null
0 (0,2) (2,4)
0 (2,4) (4,6)
0 null null
1 (13,0) (11,0)
1 null null
2 (1,15) (3,13)
2 (3,13) (5,13)
2 (5,13) (3,13)
2 (3,13) (1,15)
2 null null
3 (13,11) (14,12)
0 (3,1) (5,3)
0 null null
1 (14,0) (13,0)
2 (1,13) (2,13)
3 (15,15) (14,14)
0 (4,2) (6,4)
0 null null
1 (11,0) (10,1)
2 (2,14) (3,13)
3 (12,14) (11,14)
0 (5,3) (7,5)
0 null null
1 (14,5) (13,6)
2 (1,12) (3,14)
2 null null
3 (12,11) (12,12)
0 (6,4) (8,6)
0 null null
1 (13,0) (11,0)
1 null null
2 (3,14) (3,12)
2 (3,12) (3,14)
2 (3,14) (3,12)
2 (3,12) (5,14)
2 null null
3 (13,13) (12,13)
0 (7,5) (9,7)
0 null null
1 (11,2) (11,1)
2 (4,13) (3,12)
3 (12,10) (11,10)
0 (8,6) (10,8)
0 null null
1 (14,2) (13,3)
2 (3,13) (2,12)
3 (13,14) (11,12)
3 (11,12) (13,14)
3 (13,14) (15,12)
3 null null
0 (3,5) (5,7)
0 null null
1 (13,6) (13,5)
2 (2,12) (1,13)
3 (11,13) (10,12)
0 (4,6) (6,8)
0 null null
1 (13,1) (14,0)
2 (0,11) (1,11)
3 (11,14) (12,14)
0 (5,7) (7,9)
0 null null
1 (14,3) (12,3)
1 null null
2 (5,14) (5,13)
3 (15,14) (13,14)
3 (13,14) (11,12)
3 (11,12) (9,12)
3 (9,12) (11,12)
3 (11,12) (13,14)
3 (13,14) (15,14)
3 null null
0 (6,8) (8,10)
0 null null
1 (13,5) (13,6)
2 (1,11) (1,12)
3 (12,15) (13,15)
0 (9,7) (11,9)
0 (11,9) (11,11)
0 (11,11) (13,13)
0 (13,13) (15,15)
0 null null
1 (15,2) (14,2)
2 (0,12) (2,12)
2 (2,12) (4,12)
2 null null
3 (11,10) (11,11)
