# Server version 0.08 running on 142.157.148.33:8123
# Game ID: 716
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Sat Apr 05 17:29:41 PDT 2014
# Player 1: Player-0, 's260401458', running on 142.157.148.33
# Player 2: Player-1, 'random', running on 142.157.148.33
# Player 3: Player-2, 'random', running on 142.157.148.33
# Player 4: Player-3, 'random', running on 142.157.148.33
START Player-0 s260401458
START Player-1 random
START Player-2 random
START Player-3 random
0 (0,1) (2,3)
0 null null
1 (13,1) (11,1)
1 (11,1) (13,1)
1 (13,1) (13,3)
1 (13,3) (13,1)
1 null null
2 (2,13) (3,12)
3 (14,15) (12,13)
3 (12,13) (14,15)
3 (14,15) (12,13)
3 (12,13) (14,15)
3 null null
0 (1,2) (3,4)
0 null null
1 (15,2) (13,4)
1 null null
2 (3,12) (2,12)
3 (12,14) (12,13)
0 (2,0) (4,2)
0 null null
1 (12,1) (12,2)
2 (0,13) (2,13)
2 null null
3 (13,14) (12,14)
0 (1,0) (3,2)
0 (3,2) (5,2)
0 null null
1 (12,2) (12,1)
2 (2,15) (0,13)
2 (0,13) (2,15)
2 (2,15) (4,15)
2 (4,15) (2,15)
2 (2,15) (0,13)
2 (0,13) (0,11)
2 null null
3 (13,15) (11,15)
3 (11,15) (13,15)
3 null null
0 (1,1) (3,3)
0 (3,3) (3,5)
0 null null
1 (14,3) (14,4)
2 (0,14) (0,13)
3 (14,13) (14,11)
3 null null
0 (0,2) (2,4)
0 (2,4) (4,6)
0 null null
1 (13,4) (12,3)
2 (0,15) (2,15)
2 (2,15) (4,13)
2 (4,13) (2,15)
2 (2,15) (4,13)
2 null null
3 (12,13) (11,12)
0 (3,1) (5,3)
0 null null
1 (14,4) (13,3)
2 (4,13) (3,13)
3 (11,12) (10,12)
0 (4,2) (6,4)
0 null null
1 (15,1) (15,2)
2 (1,13) (0,14)
3 (14,14) (13,14)
0 (5,3) (7,5)
0 null null
1 (15,0) (15,1)
2 (3,14) (3,12)
2 null null
3 (12,14) (12,13)
0 (6,4) (8,6)
0 null null
1 (15,3) (14,4)
2 (1,14) (2,15)
3 (12,13) (13,12)
0 (7,5) (9,7)
0 null null
1 (14,1) (15,0)
2 (3,15) (4,15)
3 (15,13) (13,11)
3 null null
0 (8,6) (10,8)
0 null null
1 (14,4) (15,3)
2 (0,14) (1,14)
3 (13,15) (14,14)
0 (3,5) (5,7)
0 null null
1 (12,1) (11,1)
2 (2,12) (4,12)
2 (4,12) (2,12)
2 null null
3 (15,14) (15,13)
0 (4,6) (6,8)
0 null null
1 (15,1) (14,1)
2 (3,12) (3,11)
3 (13,11) (12,12)
0 (5,7) (7,9)
0 null null
1 (12,3) (11,4)
2 (1,15) (1,13)
2 (1,13) (3,15)
2 (3,15) (5,15)
2 (5,15) (3,15)
2 (3,15) (5,15)
2 null null
3 (13,12) (13,11)
0 (6,8) (8,10)
0 null null
1 (13,1) (12,1)
2 (2,13) (0,15)
2 null null
3 (10,12) (10,11)
