# Server version 0.08 running on 142.157.148.33:8123
# Game ID: 745
# Board class: halma.CCBoard
# Timeout: 100000
# Date: Sat Apr 05 18:23:38 PDT 2014
# Player 1: Player-0, 's260401458', running on 142.157.148.33
# Player 2: Player-1, 'random', running on 142.157.148.33
# Player 3: Player-2, 'random', running on 142.157.148.33
# Player 4: Player-3, 'random', running on 142.157.148.33
START Player-0 s260401458
START Player-1 random
START Player-2 random
START Player-3 random
0 (2,2) (3,3)
1 (15,3) (15,4)
2 (3,14) (4,15)
3 (13,14) (11,14)
3 null null
0 (0,0) (2,2)
0 (2,2) (4,4)
0 null null
1 (14,2) (15,3)
2 (0,12) (1,11)
3 (11,14) (11,15)
0 (1,0) (3,2)
0 (3,2) (3,4)
0 (3,4) (5,4)
0 null null
1 (14,3) (13,4)
2 (2,14) (3,14)
3 (12,14) (11,14)
0 (0,1) (2,3)
0 (2,3) (4,3)
0 (4,3) (6,5)
0 null null
1 (13,4) (13,5)
2 (1,14) (3,12)
2 null null
3 (14,13) (14,11)
3 (14,11) (14,13)
3 (14,13) (12,13)
3 (12,13) (10,15)
3 null null
0 (0,3) (2,3)
0 (2,3) (4,3)
0 (4,3) (4,5)
0 null null
1 (13,2) (14,3)
2 (0,13) (0,12)
3 (14,14) (14,13)
0 (1,2) (1,0)
0 (1,0) (3,2)
0 (3,2) (3,4)
0 (3,4) (5,6)
0 null null
1 (13,5) (12,4)
2 (3,12) (2,11)
3 (14,13) (13,14)
0 (3,3) (5,5)
0 (5,5) (7,5)
0 null null
1 (14,3) (13,3)
2 (2,11) (3,11)
3 (13,13) (15,11)
3 null null
0 (4,4) (6,4)
0 (6,4) (8,6)
0 null null
1 (12,4) (11,4)
2 (3,14) (4,13)
3 (15,12) (14,13)
